Title,Title_URL,Image,wewyrc_URL,wewyrc,Time,u26fgb,u26fgb1,u26fgb2
"Jahan Loh Celebrates G-SHOCK's Steel ""CasiOak"" With Futuristic Animated Short",https://news.google.com/articles/CBMiU2h0dHBzOi8vaHlwZWJlYXN0LmNvbS8yMDIxLzgvamFoYW4tbG9oLWctc2hvY2stc3RlZWwtY2FzaW9hay1nbS0yMTAwLWFuaW1hdGVkLXNob3J00gEA?hl=en-MY&gl=MY&ceid=MY%3Aen,https://lh3.googleusercontent.com/proxy/2fPcAbAKvMYEfbaaI7Us5aWsDrXZ59Mmab-UBL7clObdTNRCX4PyW68jVX_0HB2YEFasWkPDgrPQ1Cd60OmMk1R_1qM8K8Z5zaC1SDiK8g=s0-w100-h100-p-rw-df,,HYPEBEAST,2 days ago,bookmark_border,share,more_vert
Insight - Iron ore stumbles as rising supply runs into China steel discipline,https://news.google.com/articles/CBMiigFodHRwczovL3d3dy50aGVzdGFyLmNvbS5teS9idXNpbmVzcy9idXNpbmVzcy1uZXdzLzIwMjEvMDcvMjcvaW5zaWdodC0tLWlyb24tb3JlLXN0dW1ibGVzLWFzLXJpc2luZy1zdXBwbHktcnVucy1pbnRvLWNoaW5hLXN0ZWVsLWRpc2NpcGxpbmXSAQA?hl=en-MY&gl=MY&ceid=MY%3Aen,https://lh3.googleusercontent.com/proxy/2nSoq4BPOB-oHq9GoqIZ7EZ5K3vDyKN0zHd3ugzdf4Juxs4A1J_GvZbbp7E2dDj6QE2f7_5Ow075dFdoqrZzYXf950szU9CKSwFdIFHO_OBlY9rVuwDaugB-TNE7OQ=s0-w100-h100-p-rw-df,,The Star Online,27-Jul,bookmark_border,share,more_vert
India Set for Record Steel Demand as Construction to Revive,https://news.google.com/articles/CAIiEBmSMGhHCULQXgwtLixo6t8qGQgEKhAIACoHCAow4uzwCjCF3bsCMIrOrwM?hl=en-MY&gl=MY&ceid=MY%3Aen,https://lh3.googleusercontent.com/proxy/FFD9ZwF8VETxA1kA-5NoxraPPji6VtnE9rSd9ESkglxtapOxm_H0BNmyXnRGwu1S_s-FEOTQecRGp9e7MkhvCnh4awV1oy7-du-nh7EWQFbJazRF2cuD0-WB-sTJLBlGEPZrYD0=s0-w100-h100-p-rw-df,https://news.google.com/publications/CAAqBwgKMOLs8Aowhd27Ag?hl=en-MY&gl=MY&ceid=MY%3Aen,Bloomberg,29-Jul,bookmark_border,share,more_vert
"Steel open first week of practice | News, Sports, Jobs",https://news.google.com/articles/CBMiW2h0dHBzOi8vd3d3Lm51am91cm5hbC5jb20vc3BvcnRzL2xvY2FsLXNwb3J0cy8yMDIxLzA4LzE5L3N0ZWVsLW9wZW4tZmlyc3Qtd2Vlay1vZi1wcmFjdGljZS_SAQA?hl=en-MY&gl=MY&ceid=MY%3Aen,https://lh3.googleusercontent.com/proxy/mo_PI-J2INRT9fx67ni33DJxNPGWsFW6d-MDYYRHIR8BlwWfWjK14tdH9C1vJS6Cpw3yLBgnJHiKgABp-A0jXRKDqIkd4OlC5VRHBvvS1E8gq1epTcWz7NsW58b5ZZFpmBgJMHtlzB8ndjAAUvweCgQL_6o9uwI6uDTAROSqv5DbsYQ1bP4t1UU=s0-w100-h100-p-rw-df,,NUjournal,9 hours ago,bookmark_border,share,more_vert
Steel inventory declines amid nation's efforts to cut carbon emissions,https://news.google.com/articles/CBMiNGh0dHBzOi8vd3d3Lmdsb2JhbHRpbWVzLmNuL3BhZ2UvMjAyMTA3LzEyMjk2MDcuc2h0bWzSAQA?hl=en-MY&gl=MY&ceid=MY%3Aen,https://lh3.googleusercontent.com/proxy/GiaoFoAlnuTfZ_CVF4pIBrUfxHceRVVBokFiv6z7jf9Kd-xZmLCjmNbAjMVbT5zeImdkew4ZRbjmaMUhZGhbSL6zmauoyIErJeMfFu1dfB7nGy8Ylg8TfbPkq_k5f0uwWq6RE6GOi5lcIgbjdyVuXU_ln5T-BsubuSyG6Onj4UegtonL=s0-w100-h100-p-rw-df,,Global Times,25-Jul,bookmark_border,share,more_vert
Historic steel price rally celebrates one-year anniversary,https://news.google.com/articles/CBMie2h0dHBzOi8vd3d3LnRoZWZhYnJpY2F0b3IuY29tL3RoZWZhYnJpY2F0b3IvYmxvZy9tZXRhbHNtYXRlcmlhbHMvaGlzdG9yaWMtc3RlZWwtcHJpY2UtcmFsbHktY2VsZWJyYXRlcy1vbmUteWVhci1hbm5pdmVyc2FyedIBAA?hl=en-MY&gl=MY&ceid=MY%3Aen,https://lh3.googleusercontent.com/proxy/XSuM8qgnFJ8N1VQ-EcKAtzrrIDLpIztTXBwb0u-z8s7mTM9b1GtLZJjJVsMQIF1oOdsWAy0LRZbSZPQBSS1O_aOnt-JT0wL59xPjshdOK0iDdDBuzZB73TWyGfzJh9JtZYyBf7MqvthZ9eSaUzi8TQzNzDxC3NQhndRhl52WqAINdsuD=s0-w100-h100-p-rw-df,,The Fabricator,Yesterday,bookmark_border,share,more_vert
Letter: China tempers steel output amid rising pollution fears,https://news.google.com/articles/CBMiP2h0dHBzOi8vd3d3LmZ0LmNvbS9jb250ZW50LzRmZDFkNGI5LTEzYmYtNDNlZS05Mzg4LWI5ZDJjYzkwYjliOdIBP2h0dHBzOi8vYW1wLmZ0LmNvbS9jb250ZW50LzRmZDFkNGI5LTEzYmYtNDNlZS05Mzg4LWI5ZDJjYzkwYjliOQ?hl=en-MY&gl=MY&ceid=MY%3Aen,https://lh3.googleusercontent.com/proxy/C8fTXaJ1oqr8rYoOGeI8BcTGpD7HqB3qNKQKC2d15AwgWe7Z_IFnQ6PdQhyLWyjc-oKEn53iG_N7AKQ18LOH9OwaeRYO45TMpocOlpeijsD-WFzxzZpkj3nvA68jJAWG5pKDFIE9s0_E8qvervN0RfQLWN8=s0-w100-h100-p-rw-df,,Financial Times,11 days ago,bookmark_border,share,more_vert
"Brazilian crude steel production in July rises 14.5%, says Brazil Steel",https://news.google.com/articles/CBMihAFodHRwczovL3Jpb3RpbWVzb25saW5lLmNvbS9icmF6aWwtbmV3cy9icmF6aWwvYnVzaW5lc3MtYnJhemlsL2JyYXppbGlhbi1jcnVkZS1zdGVlbC1wcm9kdWN0aW9uLWluLWp1bHktcmlzZXMtMTQtNS1zYXlzLWJyYXppbC1zdGVlbC_SAQA?hl=en-MY&gl=MY&ceid=MY%3Aen,https://lh3.googleusercontent.com/proxy/N_QdEgjFv1XMP2cPJlXU1JdDIV_Hct-pzjOKwZijv5E9i55zSUW5xSIE2RyGvfGpbA1pexisnlznIYecivkuh5DWBuaCKmcnsqwlPaYQZgvL1MY-_hxejxKXROuK-Y65UAJ8HvVt3HogzO1FRCJkZVJPdrOaFEPDwWJz0FfF4g-8oFaRgRqn7ZKQn1gfe4NwPvPXM9lmdyuX7Q=s0-w100-h100-p-rw-df,,The Rio Times,1 hour ago,bookmark_border,share,more_vert
US steel industry lagging pre-Covid levels,https://news.google.com/articles/CBMiVGh0dHBzOi8vd3d3LmFyZ3VzbWVkaWEuY29tL2VuL25ld3MvMjI0MzQyNS11cy1zdGVlbC1pbmR1c3RyeS1sYWdnaW5nLXByZWNvdmlkLWxldmVsc9IBAA?hl=en-MY&gl=MY&ceid=MY%3Aen,,,Argus Media,7 days ago,bookmark_border,share,more_vert
Thyssenkrupp says no to steel spin-off until spring,https://news.google.com/articles/CAIiEDHZMvF_Y6fcMtzlQ2Y8efAqFwgEKg8IACoHCAow-4fWBzD4z0gw0tp6?hl=en-MY&gl=MY&ceid=MY%3Aen,https://lh3.googleusercontent.com/proxy/MjVrlW4YjNti4F7cCAnBFgAoZIO74u6ozCjwWbUDPm2D5ZPBkPehzivIIL152oYmbvMJ1BquwYnQRPvbq8jED0y82oVDMv9x3C4ou5Jqcg3UASEHjvYVzoZb6T4Pm6DGYlcjKPG8Sz_uNzm420WP2GMisrw=s0-w100-h100-p-rw-df,https://news.google.com/publications/CAAqBwgKMPuH1gcw-M9I?hl=en-MY&gl=MY&ceid=MY%3Aen,Financial Times,8 days ago,bookmark_border,share,more_vert
"Outlook on the Automotive Steel Wheels Global Market to 2028 - by Rim Size Vehicle Type, End-user and Region - ResearchAndMarkets.com",https://news.google.com/articles/CBMivQFodHRwczovL3d3dy5idXNpbmVzc3dpcmUuY29tL25ld3MvaG9tZS8yMDIxMDgxNzAwNTY0OC9lbi9PdXRsb29rLW9uLXRoZS1BdXRvbW90aXZlLVN0ZWVsLVdoZWVscy1HbG9iYWwtTWFya2V0LXRvLTIwMjgtLS1ieS1SaW0tU2l6ZS1WZWhpY2xlLVR5cGUtRW5kLXVzZXItYW5kLVJlZ2lvbi0tLVJlc2VhcmNoQW5kTWFya2V0cy5jb23SAQA?hl=en-MY&gl=MY&ceid=MY%3Aen,,,Business Wire,2 days ago,bookmark_border,share,more_vert
"Steel sales, output rise in April-June for India's Sail",https://news.google.com/articles/CBMiX2h0dHBzOi8vd3d3LmFyZ3VzbWVkaWEuY29tL2VuL25ld3MvMjI0MjM0Ni1zdGVlbC1zYWxlcy1vdXRwdXQtcmlzZS1pbi1hcHJpbGp1bmUtZm9yLWluZGlhcy1zYWls0gEA?hl=en-MY&gl=MY&ceid=MY%3Aen,,,Argus Media,10 days ago,bookmark_border,share,more_vert
Steel prices fall in China as emissions targets are relaxed,https://news.google.com/articles/CBMiYGh0dHBzOi8vYWdtZXRhbG1pbmVyLmNvbS8yMDIxLzA4LzA5L3N0ZWVsLXByaWNlcy1mYWxsLWluLWNoaW5hLWFzLWVtaXNzaW9ucy10YXJnZXRzLWFyZS1yZWxheGVkL9IBAA?hl=en-MY&gl=MY&ceid=MY%3Aen,https://lh3.googleusercontent.com/proxy/52LN53gMhQLx3PcUq3ej3jlaVkhzh68hBhSmDKz2R4Hz90lryoaTWu7Bkn4FtNGhy9Nj9Tox0cYbRZT_rdB9gABH2JnOHiSLYU7J73HF1AelkKFXyK8vmus2H-O5NeWWPNEIwYK4iI4GB2jVIQVe3zceO9JbVRDHVm-p=s0-w100-h100-p-rw-df,,MetalMiner,10 days ago,bookmark_border,share,more_vert
Alfeco Group honours women of steel,https://news.google.com/articles/CBMiSGh0dHBzOi8vYWxiZXJ0b25yZWNvcmQuY28uemEvMzAzODA1L2FsZmVjby1ncm91cC1ob25vdXJzLXdvbWVuLW9mLXN0ZWVsL9IBAA?hl=en-MY&gl=MY&ceid=MY%3Aen,https://lh3.googleusercontent.com/proxy/x2rsdVo6OAjKQK6YUOp7tml182u-pdeeDvwsnbJObE_kgudXgOR0azLp7SlLgVMw4Q2CBHxLnKtEilv2tcWwIldnqy0B9MsdaRJzevss4IEoA_VsiwoqseJhJNEFWGAwlxx0yivtcfkMCBqFCanIoG00SQmXqrwav40R3p1tA53AX1v4KQpN6vQCDh5JXULs_-un1l1hd0RGqiRtvR1rsZ2RxadVNl-IfJvhA4xdFqDd4LpsuPKEpw=s0-w100-h100-p-rw-df,,Alberton Record,10 hours ago,bookmark_border,share,more_vert
China steel exports rise sharply in July; market fears further policy tightening,https://news.google.com/articles/CBMinAFodHRwczovL3d3dy5zcGdsb2JhbC5jb20vcGxhdHRzL2VuL21hcmtldC1pbnNpZ2h0cy9sYXRlc3QtbmV3cy9tZXRhbHMvMDgwOTIxLWNoaW5hLXN0ZWVsLWV4cG9ydHMtcmlzZS1zaGFycGx5LWluLWp1bHktbWFya2V0LWZlYXJzLWZ1cnRoZXItcG9saWN5LXRpZ2h0ZW5pbmfSAQA?hl=en-MY&gl=MY&ceid=MY%3Aen,,,S&P Global,10 days ago,bookmark_border,share,more_vert
Leading Steel Pannist Jonathan Scales To Perform at Forte Jazz Lounge in September,https://news.google.com/articles/CBMieWh0dHBzOi8vaG9seWNpdHlzaW5uZXIuY29tLzIwMjEvMDgvMTgvbGVhZGluZy1zdGVlbC1wYW5uaXN0LWpvbmF0aGFuLXNjYWxlcy10by1wZXJmb3JtLWF0LWZvcnRlLWphenotbG91bmdlLWluLXNlcHRlbWJlci_SAQA?hl=en-MY&gl=MY&ceid=MY%3Aen,https://lh3.googleusercontent.com/proxy/27aJuBLyoEPiVT2IlkXCzgmCDUpHktwpAYXKxXPBmNApWyLg_zDzB8dbjw-0gzFz0ArBRWKjxin6dyLXUTnr7WoxDWgtTf-wM6ego5tpk4GAG63zohvW6sefE1DpKoLRbx_nA_TH8Qn0EUrLU79MSNRnoSYvPib2MPwDVA=s0-w100-h100-p-rw-df,,holycitysinner.com,17 hours ago,bookmark_border,share,more_vert
Leon Fuat buys land in Port Klang to expand steel manufacturing business,https://news.google.com/articles/CBMiaWh0dHBzOi8vd3d3LnRoZWVkZ2VtYXJrZXRzLmNvbS9hcnRpY2xlL2xlb24tZnVhdC1idXlzLWxhbmQtcG9ydC1rbGFuZy1leHBhbmQtc3RlZWwtbWFudWZhY3R1cmluZy1idXNpbmVzc9IBAA?hl=en-MY&gl=MY&ceid=MY%3Aen,https://lh3.googleusercontent.com/proxy/jUlTNMCgbpWygyoJfWnAciUeIzahF-Ord6N9y6rrQPfRBcuj7cJLThfl6GXTLUyapReWHwzXEPRLOHZq96DMNKiUsUnTNXxy8yUNifU_gjy3SVkHWlGUhTDoaC2YqvtX62qQlHaY2WBMkF_Ul7Bb3XbjTgje7YPKT3OIXZ7DyuhiItXT5Pv3CVBjoewC_fq9IdgYH1192n6APq0Urg=s0-w100-h100-p-rw-df,,The Edge Markets MY,30-Jul,bookmark_border,share,more_vert
Superman: Steel Just Took on the Internet’s Nastiest Trolls in DC’s Matrix,https://news.google.com/articles/CAIiEKgERZtcsVfyHBkWntoBNgEqGQgEKhAIACoHCAowvqWBCzCY4vwCMLSAtgY?hl=en-MY&gl=MY&ceid=MY%3Aen,https://lh3.googleusercontent.com/proxy/LpZjfzJ25JaV5H_JfimBUaFqr9sO21I7fpdG9iT7EuhCmwUTutqDOINWugwQ9igiCT-kz5pi3R6z-AzBYmsCajuEBKw6bvB14yo7hzwYAHcM6wflZ8qlSm_ClGg2JWIvaZrc8dv8fuO2VuUSnsel_Jv4zKMM=s0-w100-h100-p-rw-df,https://news.google.com/publications/CAAqBwgKML6lgQswmOL8Ag?hl=en-MY&gl=MY&ceid=MY%3Aen,CBR - Comic Book Resources,12 hours ago,bookmark_border,share,more_vert
Chelyabinsk plant of the profiled steel decking (MCX:PRFN) Is Looking To Continue Growing Its Returns On Capital,https://news.google.com/articles/CBMiqwFodHRwczovL3NpbXBseXdhbGwuc3Qvc3RvY2tzL3J1L21hdGVyaWFscy9tY3gtcHJmbi9jaGVseWFiaW5zay1wbGFudC1vZi10aGUtcHJvZmlsZWQtc3RlZWwtZGVja2luZy1zaGFyZXMvbmV3cy9jaGVseWFiaW5zay1wbGFudC1vZi10aGUtcHJvZmlsZWQtc3RlZWwtZGVja2luZy1tY3hwcmZuLWlzLWzSAQA?hl=en-MY&gl=MY&ceid=MY%3Aen,,,Simply Wall St,11 hours ago,bookmark_border,share,more_vert
"2,000 Gulf returnees unite in Kerala, form steel factory",https://news.google.com/articles/CAIiENttKqFdZB9zOeOWCagOqacqGAgEKg8IACoHCAowop2lATDj4RowpbvJBQ?hl=en-MY&gl=MY&ceid=MY%3Aen,https://lh3.googleusercontent.com/proxy/TR8Pnlm1GLuGdVC_QK3KN8Hw4Xw4nAaqH9QZ9DMt5FqhbT1VXczAqchk_BYDLxSlPpNfOZbatfR2KJIe8MwH7xYz_irq5lMd2BfF-z0A9vrjQ8jyllZsISCLkGXFhylWPwBPJ8tNRmoVHQIAmC8G2xrEsF-hlCKOJw88Jlh2hWF6On034A=s0-w100-h100-p-rw-df,https://news.google.com/publications/CAAqBwgKMKKdpQEw4-Ea?hl=en-MY&gl=MY&ceid=MY%3Aen,The New Indian Express,2 days ago,bookmark_border,share,more_vert
Steel Strips shares zoom on stock split announcement,https://news.google.com/articles/CAIiEPOBP4zaC0tDoTvhkK8nCloqFggEKg4IACoGCAowxLQ_MNevCDCkoh8?hl=en-MY&gl=MY&ceid=MY%3Aen,https://lh3.googleusercontent.com/proxy/qoM483DgpZb-SZdfXHHq5KJWJlWFwxaqqhyVMcVudgC0RqDxF5SsGOySDEI9MTTsUwzxBrQS9rQgMnKJOuUCVKDCK0mQnx2DH3bkHBjfXpKwQmuwkR2bjtPc4l3rXVvwfVLrcJ3F9mhLWkplgLslK-_9LFqv3jf7EE2A5AA=s0-w100-h100-p-rw-df,https://news.google.com/publications/CAAqBggKMMS0PzDXrwg?hl=en-MY&gl=MY&ceid=MY%3Aen,Mint,Yesterday,bookmark_border,share,more_vert
The Ritchey Ascent Steel Adventure Bike Returns,https://news.google.com/articles/CAIiEIvI24KwZtvMIB6GScWkpWIqMwgEKioIACIQQjdavnrLNdfLDddUMJVeKioUCAoiEEI3Wr56yzXXyw3XVDCVXiowwpWOBw?hl=en-MY&gl=MY&ceid=MY%3Aen,https://lh3.googleusercontent.com/proxy/Gw8lgLrT4fVMJXR7DqH-zzOKPePPMR3mj2N1RamPmfLzo26_1Aqn5EiFHh2eFjj1VrdH4mghujyGVi61rCcwiwaOwpNY5OhRaHWsq5_-XXEJOnXNNXWLnWjygxUgOpnluBXT-YH52l4g8wWAd8Kvtz0jwzXYJGE912nl=s0-w100-h100-p-rw-df,https://news.google.com/publications/CAAiEEI3Wr56yzXXyw3XVDCVXioqFAgKIhBCN1q-ess118sN11QwlV4q?hl=en-MY&gl=MY&ceid=MY%3Aen,Singletracks.com,7 hours ago,bookmark_border,share,more_vert
Global decarbonisation drive to challenge steel producers - Woodmac,https://news.google.com/articles/CBMigAFodHRwczovL3d3dy5yZXV0ZXJzLmNvbS9idXNpbmVzcy9zdXN0YWluYWJsZS1idXNpbmVzcy9nbG9iYWwtZGVjYXJib25pc2F0aW9uLWRyaXZlLWNoYWxsZW5nZS1zdGVlbC1wcm9kdWNlcnMtd29vZG1hYy0yMDIxLTA4LTA5L9IBAA?hl=en-MY&gl=MY&ceid=MY%3Aen,https://lh3.googleusercontent.com/proxy/FTibgyWWpYNFKbu2kONd5V3fDytqnrmMwQXeL8A4SJ050I_4_lbpWKENWbF_5UjJ3N2NceXnbWxd6VL-KX5MWgZ2gj-sAGCgqwiwTAVTW0Dex2YcWupdM-6abHcBnZbZh146SGRe4TpxAUyk41mPDb-7iGLXWSo=s0-w100-h100-p-rw-df,,Reuters,10 days ago,bookmark_border,share,more_vert
Here's your chance to audition to be Steel Panther's new bassist,https://news.google.com/articles/CBMiYGh0dHBzOi8vd3d3LmtlcnJhbmcuY29tL3RoZS1uZXdzL2hlcmVzLXlvdXItY2hhbmNlLXRvLWF1ZGl0aW9uLXRvLWJlLXN0ZWVsLXBhbnRoZXJzLW5ldy1iYXNzaXN0L9IBWmh0dHBzOi8vd3d3LmtlcnJhbmcuY29tL2FtcC9oZXJlcy15b3VyLWNoYW5jZS10by1hdWRpdGlvbi10by1iZS1zdGVlbC1wYW50aGVycy1uZXctYmFzc2lzdA?hl=en-MY&gl=MY&ceid=MY%3Aen,https://lh3.googleusercontent.com/proxy/BkmI-0DUDHLWzNyFIaBHmaFmmaVvO0TinvaTt7RlGr3AMoG9GQXLfECqyKYx5LV7z8wb6Rag-1NZZHaQIUxQwq79LOMZN_q4vOPNzyooxKZ_Ydb4AQAr_-PTG8kplClEk5z9MOsuT8CeGs4ll_9wc90ckVxuRPD_jNNpClvjGtGzv8PRPhSP=s0-w100-h100-p-rw-df,,Kerrang!,2 days ago,bookmark_border,share,more_vert
'Gray' steel to become obsolete in EU once 'green' steel advances: Salzgitter CEO,https://news.google.com/articles/CBMimQFodHRwczovL3d3dy5zcGdsb2JhbC5jb20vcGxhdHRzL2VuL21hcmtldC1pbnNpZ2h0cy9sYXRlc3QtbmV3cy9tZXRhbHMvMDgxMTIxLWdyYXktc3RlZWwtdG8tYmVjb21lLW9ic29sZXRlLWluLWV1LW9uY2UtZ3JlZW4tc3RlZWwtYWR2YW5jZXMtc2FsemdpdHRlci1jZW_SAQA?hl=en-MY&gl=MY&ceid=MY%3Aen,,,S&P Global,8 days ago,bookmark_border,share,more_vert
"Buy Tata Steel BSL, target price Rs 110: Yes Securities",https://news.google.com/articles/CAIiEJMK8l-JXctNbXpNLsiBOWUqGQgEKhAIACoHCAow2pqGCzD954MDMJzyigY?hl=en-MY&gl=MY&ceid=MY%3Aen,https://lh3.googleusercontent.com/proxy/jS58zSuW2NmDngZxSciCTsUye-jlg8yaOpUAbEZqLh0ZYX5uIZZoC3hiMCozh-ygM65-Mmp1tZsSGDcvUHoV9mzT1gZkvUpXVo_GKiNyxne9rpVEW_tGdZ0fOUNihfe0RQKviAY-ltlEpQ_PsH74UoNiERx658tTgbdJyS4MJvcwoPg-=s0-w100-h100-p-rw-df,https://news.google.com/publications/CAAqBwgKMNqahgsw_eeDAw?hl=en-MY&gl=MY&ceid=MY%3Aen,Economic Times,2 days ago,bookmark_border,share,more_vert
World's 2nd-largest steel producer to begin making green steel by 2025,https://news.google.com/articles/CAIiEGQlF9IEGlDx2IbOMrQ8nGYqFQgEKg0IACoGCAow8oA-MLswMJKBAQ?hl=en-MY&gl=MY&ceid=MY%3Aen,https://lh3.googleusercontent.com/proxy/1UJ1shnAwm23eLCn0xzGQeELNrcyNe2WM_c4k1Sgeg3GTioR2XetmdXlOO0PD0FEMeT9b_c_gOroKyzkFS8FqkXiVHWN5u3fXcXX_NOp8np-LDuqKo8jnP0qtL8Vep5z6PdNzdm7T0PINGp9suD1V2FJagLP3ZyQxIsjHFtnasq2kfMJ0vz4Ck3B3T0gAHacUnH_Ru2d-Hoga_aNUeclqrnb5y4aArVGp8_630OA78lDxrVRPyQwVTXsrFFPIPy74EOKgMNRnZlJaXaw08SFJ2h5ldCGeGFhyjRNt1JdwqAz4tDyL_qkpUo7sdt94HPgYr2V2-Aws0lHmxE1K51FnqEathHHmipUf9MWOq_zJrFNcz0otvo=s0-w100-h100-p-rw-df,https://news.google.com/publications/CAAqBggKMPKAPjC7MA?hl=en-MY&gl=MY&ceid=MY%3Aen,New Atlas,21-Jul,bookmark_border,share,more_vert
"China's steel output cuts could continue in H2, annual target may be readjusted",https://news.google.com/articles/CBMimgFodHRwczovL3d3dy5zcGdsb2JhbC5jb20vcGxhdHRzL2VuL21hcmtldC1pbnNpZ2h0cy9sYXRlc3QtbmV3cy9tZXRhbHMvMDgwMzIxLWNoaW5hcy1zdGVlbC1vdXRwdXQtY3V0cy1jb3VsZC1jb250aW51ZS1pbi1oMi1hbm51YWwtdGFyZ2V0LW1heS1iZS1yZWFkanVzdGVk0gEA?hl=en-MY&gl=MY&ceid=MY%3Aen,,,S&P Global,16 days ago,bookmark_border,share,more_vert
Outokumpu sees strong stainless steel demand continuing,https://news.google.com/articles/CBMiZGh0dHBzOi8vd3d3LnJldXRlcnMuY29tL2J1c2luZXNzL291dG9rdW1wdS1zZWVzLXN0cm9uZy1zdGFpbmxlc3Mtc3RlZWwtZGVtYW5kLWNvbnRpbnVpbmctMjAyMS0wOC0wNS_SAQA?hl=en-MY&gl=MY&ceid=MY%3Aen,https://lh3.googleusercontent.com/proxy/5VJPv6EFf5MlDGiJdG_Qr0GLwBSr-ffp50_esbEvFz09F2eTNxVmxgT2STeHjpnTKr8bCWr7-U0v7HfX3tibEC6HRxbqS47u1WwnC2XnW6Rc7Q2XEZGY890mfsrNZWnqQbYD8Rjl5h79t_nN6JLC0o6uztbXcbM=s0-w100-h100-p-rw-df,,Reuters,14 days ago,bookmark_border,share,more_vert
This Tech-Driven Smart Water Bottle Held Me Accountable For My Hydration Habits,https://news.google.com/articles/CAIiECMrfcJMZacNsUMvoV1LSvkqEwgEKgwIACoFCAowgGgwwAUw0Q8?hl=en-MY&gl=MY&ceid=MY%3Aen,https://lh3.googleusercontent.com/proxy/vH-orB-YeEy-amyTSq1_NizJ9GyoMESRkv5ERLaFowrJUb8ZV8fFhHt0JaICb3R24uU3zu-rUfmzO45L1R8aPt2H1qept2xAx_MEO2qc-bKrMou-UrOP6Av4ld1lxn_lS5qzTtDenxDn6tW3Q0HyT7EOfTYvSS3PGrq5VorAjsurHSTvJRoPlm_obRdCnbHVLyIhaiB8_WTnlHMBmerin_GwuiallFd6IrliocSOzTrY74RKcQD95gdYuAv48-x5IroJzcY8i9piahZxGCq_p2sxv4XRUwC2vwGkGbrD5ZhWk7GEnCCOvI84cIqEBCaoSj993DJeC_sce6ewn2IdkGSqn0UKQb7mCNjCFBc=s0-w100-h100-p-rw-df,https://news.google.com/publications/CAAqBQgKMIBoMMAF?hl=en-MY&gl=MY&ceid=MY%3Aen,POPSUGAR,Yesterday,bookmark_border,share,more_vert
Sweden delivers world's first fossil-free steel,https://news.google.com/articles/CBMiW2h0dHBzOi8vd3d3LnRoZWdsb2JlYW5kbWFpbC5jb20vd29ybGQvdmlkZW8tc3dlZGVuLWRlbGl2ZXJzLXdvcmxkcy1maXJzdC1mb3NzaWwtZnJlZS1zdGVlbC_SAQA?hl=en-MY&gl=MY&ceid=MY%3Aen,https://lh3.googleusercontent.com/proxy/RUbsUSfpFEn6yvUArvOERqV94Akj6bAowyKz3tbR6dMGlxXQDu0dL910HRJb5tVseEQImEFbr3Ed71MUJgyev0A7MtIPz8HdIVO57XRZbopjigXaKLv1uJ1eUWs-lfwjZRtHaTl48dTjRBpBOxHsers1lXSsyuVVa80datrFNg8p28U2CV6N8p9qadyFcxZGqNFnml87Nemb9j3di91mncgunZatTGJcQDwI9QqRGX_BELqhHfji9cDO4mIwP00PQteMrWpU7o8oJJQRGIIuvRb-THNLgbumDMlnkaLQWRM2wcJ0D2xcFSzHIbtGjXKeAA779EZwvVmS=s0-w100-h100-p-rw-df,,The Globe and Mail,37 minutes ago,bookmark_border,share,more_vert
Premarket Mover: United States Steel Corporation (X) Down 3.36%,https://news.google.com/articles/CBMib2h0dHBzOi8vd3d3LmludmVzdG9yc29ic2VydmVyLmNvbS9uZXdzL3N0b2NrLXVwZGF0ZS9wcmVtYXJrZXQtbW92ZXItdW5pdGVkLXN0YXRlcy1zdGVlbC1jb3Jwb3JhdGlvbi14LWRvd24tMy0zNtIBc2h0dHBzOi8vd3d3LmludmVzdG9yc29ic2VydmVyLmNvbS9uZXdzL3N0b2NrLXVwZGF0ZS9hbXAvcHJlbWFya2V0LW1vdmVyLXVuaXRlZC1zdGF0ZXMtc3RlZWwtY29ycG9yYXRpb24teC1kb3duLTMtMzY?hl=en-MY&gl=MY&ceid=MY%3Aen,https://lh3.googleusercontent.com/proxy/6kF55LzW0sKj5gBXBagS0veWoXmT2QLWxI31MFkRgM5hSap8h4nhQ6xLtMdNwUcYv7DDGDtGAifd6i2VFDX61aSkzt8cqFu58XJYP2ali4f9olAenlud4IywWmWCp9AYUMUHG50VP9ruqtqcn4wqxqnJzlZRdCEok1Kf-CyMUC7z5dOfHYoYT8Tl3XmBBDq-Y0tD=s0-w100-h100-p-rw-df,,InvestorsObserver,2 hours ago,bookmark_border,share,more_vert
"China iron ore, steel futures range-bound; to post weekly loss",https://news.google.com/articles/CBMiOmh0dHBzOi8vd3d3LnJldXRlcnMuY29tL2FydGljbGUvYXNpYS1pcm9ub3JlLWlkVVNMMU4yUEQwOFHSATRodHRwczovL21vYmlsZS5yZXV0ZXJzLmNvbS9hcnRpY2xlL2FtcC9pZFVTTDFOMlBEMDhR?hl=en-MY&gl=MY&ceid=MY%3Aen,https://lh3.googleusercontent.com/proxy/z8QHv0WNpRcxsPDCRjdK6LuUbnGpbKWE8uBZkrZrHNLbJqUhGWRBc11J9XWMvQxBrgMIg98WB5iPLU1czAhlv3wKPmYcZJkdLOO8R4t7c9CWYGWW9fY1AzpLtA=s0-w100-h100-p-rw-df,,Reuters,14 days ago,bookmark_border,share,more_vert
